"p","U:0","U:1","U:2","UPrime2Mean:0","UPrime2Mean:1","UPrime2Mean:2","UPrime2Mean:3","UPrime2Mean:4","UPrime2Mean:5","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
6.0329e-05,0.126,0.0038397,-0.00029372,0.00029281,3.2862e-05,6.1832e-05,-4.5907e-05,-4.7686e-06,-1.4841e-05,1,0.18,2,0.18,0.5
6.0245e-05,0.12596,0.0038726,-0.00043916,0.00029074,3.3037e-05,6.1719e-05,-4.5964e-05,-4.701e-06,-1.4771e-05,1,0.182,2,0.182,0.5
5.9383e-05,0.12595,0.0039345,-0.0005223,0.00028848,3.3189e-05,6.1531e-05,-4.5978e-05,-4.6825e-06,-1.4696e-05,1,0.184,2,0.184,0.5
5.8521e-05,0.12594,0.0039963,-0.00060543,0.00028623,3.334e-05,6.1342e-05,-4.5992e-05,-4.664e-06,-1.4621e-05,1,0.186,2,0.186,0.5
5.7659e-05,0.12594,0.0040582,-0.00068856,0.00028397,3.3491e-05,6.1153e-05,-4.6006e-05,-4.6455e-06,-1.4546e-05,1,0.188,2,0.188,0.5
5.6797e-05,0.12593,0.00412,-0.0007717,0.00028171,3.3643e-05,6.0964e-05,-4.602e-05,-4.6271e-06,-1.4471e-05,1,0.19,2,0.19,0.5
5.5935e-05,0.12593,0.0041818,-0.00085483,0.00027945,3.3794e-05,6.0775e-05,-4.6034e-05,-4.6086e-06,-1.4396e-05,1,0.192,2,0.192,0.5
5.5072e-05,0.12592,0.0042437,-0.00093796,0.00027719,3.3946e-05,6.0586e-05,-4.6048e-05,-4.5901e-06,-1.4321e-05,1,0.194,2,0.194,0.5
5.4284e-05,0.12591,0.0043077,-0.0010164,0.00027497,3.4094e-05,6.0398e-05,-4.6059e-05,-4.5726e-06,-1.4235e-05,1,0.196,2,0.196,0.5
5.4278e-05,0.12588,0.0043949,-0.0010449,0.0002732,3.4213e-05,6.0229e-05,-4.6029e-05,-4.5654e-06,-1.4028e-05,1,0.198,2,0.198,0.5
5.4272e-05,0.12584,0.0044821,-0.0010733,0.00027143,3.4331e-05,6.006e-05,-4.6e-05,-4.5581e-06,-1.3822e-05,1,0.2,2,0.2,0.5
5.4266e-05,0.1258,0.0045692,-0.0011018,0.00026967,3.445e-05,5.9891e-05,-4.597e-05,-4.5509e-06,-1.3615e-05,1,0.202,2,0.202,0.5
5.426e-05,0.12577,0.0046564,-0.0011303,0.0002679,3.4568e-05,5.9721e-05,-4.5941e-05,-4.5437e-06,-1.3408e-05,1,0.204,2,0.204,0.5
5.4255e-05,0.12573,0.0047436,-0.0011587,0.00026613,3.4686e-05,5.9552e-05,-4.5912e-05,-4.5365e-06,-1.3202e-05,1,0.206,2,0.206,0.5
5.4249e-05,0.1257,0.0048308,-0.0011872,0.00026436,3.4805e-05,5.9383e-05,-4.5882e-05,-4.5293e-06,-1.2995e-05,1,0.208,2,0.208,0.5
5.4243e-05,0.12566,0.0049179,-0.0012156,0.00026259,3.4923e-05,5.9214e-05,-4.5853e-05,-4.522e-06,-1.2789e-05,1,0.21,2,0.21,0.5
5.3458e-05,0.12568,0.0049773,-0.0012542,0.0002605,3.502e-05,5.9009e-05,-4.5802e-05,-4.4788e-06,-1.2795e-05,1,0.212,2,0.212,0.5
5.2651e-05,0.1257,0.0050358,-0.0012932,0.00025839,3.5116e-05,5.8803e-05,-4.575e-05,-4.4345e-06,-1.2807e-05,1,0.214,2,0.214,0.5
5.1844e-05,0.12573,0.0050943,-0.0013321,0.00025628,3.5211e-05,5.8597e-05,-4.5698e-05,-4.3902e-06,-1.2819e-05,1,0.216,2,0.216,0.5
5.1037e-05,0.12575,0.0051528,-0.001371,0.00025418,3.5307e-05,5.8391e-05,-4.5647e-05,-4.346e-06,-1.2831e-05,1,0.218,2,0.218,0.5
5.023e-05,0.12577,0.0052114,-0.0014099,0.00025207,3.5403e-05,5.8184e-05,-4.5595e-05,-4.3017e-06,-1.2843e-05,1,0.22,2,0.22,0.5
4.9423e-05,0.1258,0.0052699,-0.0014488,0.00024997,3.5499e-05,5.7978e-05,-4.5543e-05,-4.2574e-06,-1.2855e-05,1,0.222,2,0.222,0.5
4.8616e-05,0.12582,0.0053284,-0.0014877,0.00024786,3.5595e-05,5.7772e-05,-4.5492e-05,-4.2132e-06,-1.2867e-05,1,0.224,2,0.224,0.5
4.7856e-05,0.12584,0.0053944,-0.0015234,0.00024577,3.5693e-05,5.7558e-05,-4.5439e-05,-4.1751e-06,-1.2859e-05,1,0.226,2,0.226,0.5
4.7441e-05,0.12585,0.0055142,-0.0015353,0.00024379,3.5809e-05,5.7285e-05,-4.5381e-05,-4.182e-06,-1.2711e-05,1,0.228,2,0.228,0.5
4.7026e-05,0.12585,0.0056341,-0.0015473,0.0002418,3.5925e-05,5.7011e-05,-4.5323e-05,-4.189e-06,-1.2563e-05,1,0.23,2,0.23,0.5
4.6611e-05,0.12586,0.0057539,-0.0015593,0.00023982,3.6041e-05,5.6737e-05,-4.5265e-05,-4.1959e-06,-1.2415e-05,1,0.232,2,0.232,0.5
4.6196e-05,0.12587,0.0058738,-0.0015713,0.00023783,3.6156e-05,5.6464e-05,-4.5206e-05,-4.2029e-06,-1.2267e-05,1,0.234,2,0.234,0.5
4.5781e-05,0.12588,0.0059937,-0.0015833,0.00023584,3.6272e-05,5.619e-05,-4.5148e-05,-4.2098e-06,-1.2119e-05,1,0.236,2,0.236,0.5
4.5366e-05,0.12588,0.0061135,-0.0015953,0.00023386,3.6388e-05,5.5917e-05,-4.509e-05,-4.2168e-06,-1.1971e-05,1,0.238,2,0.238,0.5
4.4951e-05,0.12589,0.0062334,-0.0016072,0.00023187,3.6504e-05,5.5643e-05,-4.5032e-05,-4.2237e-06,-1.1823e-05,1,0.24,2,0.24,0.5
4.4484e-05,0.12591,0.0063337,-0.0016267,0.00022995,3.6606e-05,5.5385e-05,-4.4951e-05,-4.2155e-06,-1.1766e-05,1,0.242,2,0.242,0.5
4.3876e-05,0.12596,0.0063809,-0.0016666,0.00022821,3.6672e-05,5.517e-05,-4.481e-05,-4.166e-06,-1.1952e-05,1,0.244,2,0.244,0.5
4.3269e-05,0.12601,0.0064282,-0.0017064,0.00022647,3.6738e-05,5.4954e-05,-4.4669e-05,-4.1165e-06,-1.2139e-05,1,0.246,2,0.246,0.5
4.2661e-05,0.12605,0.0064754,-0.0017462,0.00022473,3.6803e-05,5.4738e-05,-4.4528e-05,-4.067e-06,-1.2326e-05,1,0.248,2,0.248,0.5
4.2053e-05,0.1261,0.0065226,-0.0017861,0.00022299,3.6869e-05,5.4523e-05,-4.4387e-05,-4.0175e-06,-1.2513e-05,1,0.25,2,0.25,0.5
4.1446e-05,0.12615,0.0065699,-0.0018259,0.00022125,3.6935e-05,5.4307e-05,-4.4245e-05,-3.968e-06,-1.2699e-05,1,0.252,2,0.252,0.5
4.0838e-05,0.1262,0.0066171,-0.0018658,0.00021951,3.7e-05,5.4092e-05,-4.4104e-05,-3.9185e-06,-1.2886e-05,1,0.254,2,0.254,0.5
4.023e-05,0.12625,0.0066643,-0.0019056,0.00021777,3.7066e-05,5.3876e-05,-4.3963e-05,-3.869e-06,-1.3073e-05,1,0.256,2,0.256,0.5
3.9623e-05,0.1263,0.0067116,-0.0019455,0.00021603,3.7132e-05,5.3661e-05,-4.3822e-05,-3.8196e-06,-1.326e-05,1,0.258,2,0.258,0.5
3.9066e-05,0.12636,0.0067966,-0.0019899,0.00021419,3.7247e-05,5.3406e-05,-4.3731e-05,-3.7793e-06,-1.3378e-05,1,0.26,2,0.26,0.5
3.8542e-05,0.12642,0.0069064,-0.0020373,0.00021228,3.7394e-05,5.3126e-05,-4.3674e-05,-3.7452e-06,-1.3452e-05,1,0.262,2,0.262,0.5
3.8019e-05,0.12648,0.0070163,-0.0020848,0.00021036,3.7542e-05,5.2846e-05,-4.3617e-05,-3.7111e-06,-1.3525e-05,1,0.264,2,0.264,0.5
3.7496e-05,0.12655,0.0071261,-0.0021322,0.00020845,3.7689e-05,5.2567e-05,-4.3559e-05,-3.6769e-06,-1.3598e-05,1,0.266,2,0.266,0.5
3.6973e-05,0.12661,0.007236,-0.0021797,0.00020654,3.7836e-05,5.2287e-05,-4.3502e-05,-3.6428e-06,-1.3672e-05,1,0.268,2,0.268,0.5
3.6449e-05,0.12668,0.0073459,-0.0022271,0.00020462,3.7984e-05,5.2007e-05,-4.3445e-05,-3.6087e-06,-1.3745e-05,1,0.27,2,0.27,0.5
3.5926e-05,0.12674,0.0074557,-0.0022746,0.00020271,3.8131e-05,5.1727e-05,-4.3388e-05,-3.5745e-06,-1.3818e-05,1,0.272,2,0.272,0.5
3.5403e-05,0.1268,0.0075656,-0.002322,0.0002008,3.8278e-05,5.1447e-05,-4.333e-05,-3.5404e-06,-1.3892e-05,1,0.274,2,0.274,0.5
3.488e-05,0.12687,0.0076755,-0.0023695,0.00019888,3.8426e-05,5.1167e-05,-4.3273e-05,-3.5063e-06,-1.3965e-05,1,0.276,2,0.276,0.5
3.4582e-05,0.12693,0.0076833,-0.0023983,0.00019759,3.8454e-05,5.0939e-05,-4.3106e-05,-3.4608e-06,-1.409e-05,1,0.278,2,0.278,0.5
3.43e-05,0.12699,0.0076841,-0.0024258,0.00019634,3.8473e-05,5.0715e-05,-4.2932e-05,-3.4146e-06,-1.4219e-05,1,0.28,2,0.28,0.5
3.4019e-05,0.12706,0.0076849,-0.0024533,0.00019508,3.8493e-05,5.0491e-05,-4.2757e-05,-3.3684e-06,-1.4348e-05,1,0.282,2,0.282,0.5
3.3737e-05,0.12712,0.0076857,-0.0024808,0.00019383,3.8512e-05,5.0267e-05,-4.2583e-05,-3.3222e-06,-1.4477e-05,1,0.284,2,0.284,0.5
3.3455e-05,0.12718,0.0076866,-0.0025083,0.00019258,3.8532e-05,5.0043e-05,-4.2409e-05,-3.2759e-06,-1.4607e-05,1,0.286,2,0.286,0.5
3.3173e-05,0.12724,0.0076874,-0.0025358,0.00019133,3.8552e-05,4.9818e-05,-4.2234e-05,-3.2297e-06,-1.4736e-05,1,0.288,2,0.288,0.5
3.2891e-05,0.12731,0.0076882,-0.0025633,0.00019007,3.8571e-05,4.9594e-05,-4.206e-05,-3.1835e-06,-1.4865e-05,1,0.29,2,0.29,0.5
3.261e-05,0.12737,0.007689,-0.0025908,0.00018882,3.8591e-05,4.937e-05,-4.1885e-05,-3.1373e-06,-1.4994e-05,1,0.292,2,0.292,0.5
3.2328e-05,0.12743,0.0076898,-0.0026183,0.00018757,3.861e-05,4.9146e-05,-4.1711e-05,-3.0911e-06,-1.5123e-05,1,0.294,2,0.294,0.5
3.2063e-05,0.1275,0.0077176,-0.0026679,0.00018618,3.8668e-05,4.8954e-05,-4.1553e-05,-3.0636e-06,-1.5235e-05,1,0.296,2,0.296,0.5
3.1827e-05,0.12759,0.0077914,-0.0027552,0.00018456,3.8789e-05,4.8816e-05,-4.1422e-05,-3.0681e-06,-1.5318e-05,1,0.298,2,0.298,0.5
