"p","U:0","U:1","U:2","UPrime2Mean:0","UPrime2Mean:1","UPrime2Mean:2","UPrime2Mean:3","UPrime2Mean:4","UPrime2Mean:5","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
2.5362e-05,0.11402,0.0073188,0.0031338,0.00015855,2.8067e-05,5.2063e-05,-2.4305e-05,9.263e-07,1.1518e-05,1,0.228,2,0.228,1.9
2.5055e-05,0.11365,0.0074224,0.0029979,0.00015722,2.8019e-05,5.1803e-05,-2.4173e-05,9.0488e-07,1.1574e-05,1,0.23,2,0.23,1.9
2.4749e-05,0.11327,0.0075259,0.002862,0.00015588,2.7971e-05,5.1543e-05,-2.4042e-05,8.8345e-07,1.163e-05,1,0.232,2,0.232,1.9
2.4442e-05,0.1129,0.0076295,0.0027261,0.00015455,2.7923e-05,5.1284e-05,-2.391e-05,8.6202e-07,1.1686e-05,1,0.234,2,0.234,1.9
2.4135e-05,0.11252,0.007733,0.0025901,0.00015322,2.7875e-05,5.1024e-05,-2.3779e-05,8.4059e-07,1.1742e-05,1,0.236,2,0.236,1.9
2.3828e-05,0.11215,0.0078366,0.0024542,0.00015188,2.7827e-05,5.0764e-05,-2.3647e-05,8.1917e-07,1.1798e-05,1,0.238,2,0.238,1.9
2.3522e-05,0.11178,0.0079401,0.0023183,0.00015055,2.7778e-05,5.0505e-05,-2.3515e-05,7.9774e-07,1.1855e-05,1,0.24,2,0.24,1.9
2.3194e-05,0.1116,0.0079833,0.0022429,0.00014924,2.7736e-05,5.0273e-05,-2.3377e-05,7.6963e-07,1.1905e-05,1,0.242,2,0.242,1.9
2.2809e-05,0.11195,0.0078627,0.0023318,0.00014798,2.771e-05,5.0118e-05,-2.3221e-05,7.234e-07,1.194e-05,1,0.244,2,0.244,1.9
2.2424e-05,0.1123,0.0077421,0.0024207,0.00014673,2.7683e-05,4.9962e-05,-2.3064e-05,6.7717e-07,1.1975e-05,1,0.246,2,0.246,1.9
2.2039e-05,0.11265,0.0076215,0.0025096,0.00014548,2.7656e-05,4.9807e-05,-2.2907e-05,6.3094e-07,1.2009e-05,1,0.248,2,0.248,1.9
2.1654e-05,0.11301,0.0075009,0.0025985,0.00014423,2.763e-05,4.9651e-05,-2.2751e-05,5.847e-07,1.2044e-05,1,0.25,2,0.25,1.9
2.1269e-05,0.11336,0.0073803,0.0026873,0.00014298,2.7603e-05,4.9496e-05,-2.2594e-05,5.3847e-07,1.2079e-05,1,0.252,2,0.252,1.9
2.0884e-05,0.11371,0.0072597,0.0027762,0.00014172,2.7577e-05,4.9341e-05,-2.2438e-05,4.9224e-07,1.2114e-05,1,0.254,2,0.254,1.9
2.05e-05,0.11407,0.0071391,0.0028651,0.00014047,2.755e-05,4.9185e-05,-2.2281e-05,4.46e-07,1.2149e-05,1,0.256,2,0.256,1.9
2.0115e-05,0.11442,0.0070185,0.002954,0.00013922,2.7524e-05,4.903e-05,-2.2125e-05,3.9977e-07,1.2183e-05,1,0.258,2,0.258,1.9
2.0971e-05,0.11451,0.0069773,0.0029675,0.00013808,2.7496e-05,4.8856e-05,-2.2028e-05,3.7105e-07,1.2232e-05,1,0.26,2,0.26,1.9
2.2648e-05,0.11443,0.0069886,0.0029314,0.00013703,2.7468e-05,4.8669e-05,-2.197e-05,3.5388e-07,1.2289e-05,1,0.262,2,0.262,1.9
2.4324e-05,0.11436,0.0069999,0.0028952,0.00013597,2.7439e-05,4.8483e-05,-2.1913e-05,3.367e-07,1.2346e-05,1,0.264,2,0.264,1.9
2.6e-05,0.11428,0.0070112,0.002859,0.00013492,2.7411e-05,4.8296e-05,-2.1855e-05,3.1953e-07,1.2403e-05,1,0.266,2,0.266,1.9
2.7676e-05,0.1142,0.0070225,0.0028228,0.00013386,2.7383e-05,4.811e-05,-2.1798e-05,3.0236e-07,1.246e-05,1,0.268,2,0.268,1.9
2.9352e-05,0.11412,0.0070338,0.0027867,0.00013281,2.7354e-05,4.7923e-05,-2.174e-05,2.8519e-07,1.2517e-05,1,0.27,2,0.27,1.9
3.1028e-05,0.11405,0.0070451,0.0027505,0.00013175,2.7326e-05,4.7737e-05,-2.1682e-05,2.6802e-07,1.2574e-05,1,0.272,2,0.272,1.9
3.2704e-05,0.11397,0.0070564,0.0027143,0.0001307,2.7297e-05,4.755e-05,-2.1625e-05,2.5085e-07,1.2631e-05,1,0.274,2,0.274,1.9
3.438e-05,0.11389,0.0070677,0.0026781,0.00012964,2.7269e-05,4.7364e-05,-2.1567e-05,2.3368e-07,1.2688e-05,1,0.276,2,0.276,1.9
3.4956e-05,0.11428,0.0068641,0.0028309,0.0001287,2.7241e-05,4.7177e-05,-2.1503e-05,2.366e-07,1.2676e-05,1,0.278,2,0.278,1.9
3.5457e-05,0.1147,0.0066457,0.0029967,0.00012777,2.7213e-05,4.6989e-05,-2.1439e-05,2.409e-07,1.266e-05,1,0.28,2,0.28,1.9
3.5957e-05,0.11512,0.0064273,0.0031625,0.00012684,2.7185e-05,4.6802e-05,-2.1374e-05,2.452e-07,1.2643e-05,1,0.282,2,0.282,1.9
3.6457e-05,0.11555,0.0062089,0.0033282,0.00012591,2.7157e-05,4.6615e-05,-2.1309e-05,2.4949e-07,1.2627e-05,1,0.284,2,0.284,1.9
3.6957e-05,0.11597,0.0059905,0.003494,0.00012497,2.713e-05,4.6427e-05,-2.1245e-05,2.5379e-07,1.2611e-05,1,0.286,2,0.286,1.9
3.7458e-05,0.11639,0.0057721,0.0036598,0.00012404,2.7102e-05,4.624e-05,-2.118e-05,2.5809e-07,1.2594e-05,1,0.288,2,0.288,1.9
3.7958e-05,0.11681,0.0055537,0.0038255,0.00012311,2.7074e-05,4.6053e-05,-2.1116e-05,2.6239e-07,1.2578e-05,1,0.29,2,0.29,1.9
3.8458e-05,0.11723,0.0053353,0.0039913,0.00012218,2.7046e-05,4.5866e-05,-2.1051e-05,2.6669e-07,1.2562e-05,1,0.292,2,0.292,1.9
3.8958e-05,0.11765,0.0051169,0.0041571,0.00012125,2.7018e-05,4.5678e-05,-2.0987e-05,2.7099e-07,1.2545e-05,1,0.294,2,0.294,1.9
3.9816e-05,0.11801,0.0049435,0.0043022,0.00012034,2.6992e-05,4.5504e-05,-2.0942e-05,2.8569e-07,1.2544e-05,1,0.296,2,0.296,1.9
4.1285e-05,0.11827,0.0048471,0.0044123,0.00011947,2.697e-05,4.5353e-05,-2.0933e-05,3.1815e-07,1.2568e-05,1,0.298,2,0.298,1.9
4.2754e-05,0.11853,0.0047508,0.0045223,0.0001186,2.6948e-05,4.5202e-05,-2.0924e-05,3.5062e-07,1.2592e-05,1,0.3,2,0.3,1.9
4.4222e-05,0.11879,0.0046544,0.0046324,0.00011773,2.6926e-05,4.5051e-05,-2.0914e-05,3.8308e-07,1.2617e-05,1,0.302,2,0.302,1.9
4.5691e-05,0.11904,0.004558,0.0047424,0.00011687,2.6904e-05,4.49e-05,-2.0905e-05,4.1555e-07,1.2641e-05,1,0.304,2,0.304,1.9
4.716e-05,0.1193,0.0044617,0.0048525,0.000116,2.6882e-05,4.4749e-05,-2.0896e-05,4.4801e-07,1.2665e-05,1,0.306,2,0.306,1.9
4.8629e-05,0.11956,0.0043653,0.0049625,0.00011513,2.686e-05,4.4597e-05,-2.0886e-05,4.8048e-07,1.269e-05,1,0.308,2,0.308,1.9
